full_text,cleansing,Tokenization and Case Folding,Filtering/stopword removal,stemming_data
Data pemilih Komisi Pemilihan Umum (KPU) bocor lagi dan diperdagangkan di situs jual-beli data.  KPU wajib bertanggung jawab dan segera memperbaiki sistem keamanan datanya.,Data pemilih Komisi Pemilihan Umum KPU bocor lagi dan diperdagangkan di situs jualbeli data  KPU wajib bertanggung jawab dan segera memperbaiki sistem keamanan datanya,"['data', 'pemilih', 'komisi', 'pemilihan', 'umum', 'kpu', 'bocor', 'lagi', 'dan', 'diperdagangkan', 'di', 'situs', 'jualbeli', 'data', 'kpu', 'wajib', 'bertanggung', 'jawab', 'dan', 'segera', 'memperbaiki', 'sistem', 'keamanan', 'datanya']","['data', 'pemilih', 'komisi', 'pemilihan', 'kpu', 'bocor', 'diperdagangkan', 'situs', 'jualbeli', 'data', 'kpu', 'wajib', 'bertanggung', 'memperbaiki', 'sistem', 'keamanan', 'datanya']",data pilih komisi pilih kpu bocor dagang situs jualbeli data kpu wajib tanggung baik sistem aman data
"KPU kembali terperosok ke lubang yang sama. Pada 2020, data pemilih yang dikelola dan disimpan lembaga ini bocor.  #KoranTempo #Editorial https://t.co/DcEnrEDmHV",KPU kembali terperosok ke lubang yang sama Pada  data pemilih yang dikelola dan disimpan lembaga ini bocor  KoranTempo Editorial ,"['kpu', 'kembali', 'terperosok', 'ke', 'lubang', 'yang', 'sama', 'pada', 'data', 'pemilih', 'yang', 'dikelola', 'dan', 'disimpan', 'lembaga', 'ini', 'bocor', 'korantempo', 'editorial']","['kpu', 'terperosok', 'lubang', 'data', 'pemilih', 'dikelola', 'disimpan', 'lembaga', 'bocor', 'korantempo', 'editorial']",kpu perosok lubang data pilih kelola simpan lembaga bocor korantempo editorial
"Data Pemilih Milik KPU Bocor, TPN Ganjar-Mahfud: Satu Suara Bisa Jadi Penentu https://t.co/8zN8rOl3v6",Data Pemilih Milik KPU Bocor TPN GanjarMahfud Satu Suara Bisa Jadi Penentu ,"['data', 'pemilih', 'milik', 'kpu', 'bocor', 'tpn', 'ganjarmahfud', 'satu', 'suara', 'bisa', 'jadi', 'penentu']","['data', 'pemilih', 'milik', 'kpu', 'bocor', 'tpn', 'ganjarmahfud', 'suara', 'penentu']",data pilih milik kpu bocor tpn ganjarmahfud suara tentu
"Hadehh! Bocor lagi, bocor lagi🤦🏼  Kali ini data 204 juta pemilih di situs KPU yang bocor. Masyarakat bisa menuntut atau enggak, sih, kalo data pribadinya sampe bocor kayak gini? Jawabannya ((BISA))   Cek deh penjelasannya di video ini.   #SuaraPenentu | Narasi Daily https://t.co/X2aN67qQNv",Hadehh Bocor lagi bocor lagi🤦  Kali ini data  juta pemilih di situs KPU yang bocor Masyarakat bisa menuntut atau enggak sih kalo data pribadinya sampe bocor kayak gini Jawabannya BISA   Cek deh penjelasannya di video ini   SuaraPenentu  Narasi Daily ,"['hadehh', 'bocor', 'lagi', 'bocor', 'lagi🤦', 'kali', 'ini', 'data', 'juta', 'pemilih', 'di', 'situs', 'kpu', 'yang', 'bocor', 'masyarakat', 'bisa', 'menuntut', 'atau', 'enggak', 'sih', 'kalo', 'data', 'pribadinya', 'sampe', 'bocor', 'kayak', 'gini', 'jawabannya', 'bisa', 'cek', 'deh', 'penjelasannya', 'di', 'video', 'ini', 'suarapenentu', 'narasi', 'daily']","['hadehh', 'bocor', 'bocor', 'lagi🤦', 'kali', 'data', 'juta', 'pemilih', 'situs', 'kpu', 'bocor', 'masyarakat', 'menuntut', 'sih', 'kalo', 'data', 'pribadinya', 'sampe', 'bocor', 'kayak', 'gini', 'jawabannya', 'cek', 'deh', 'penjelasannya', 'video', 'suarapenentu', 'narasi', 'daily']",hadehh bocor bocor lagi kali data juta pilih situs kpu bocor masyarakat tuntut sih kalo data pribadi sampe bocor kayak gin jawab cek deh jelas video suarapenentu narasi daily
"Disebut KPU Pegang Data Pemilih yang Diduga Bocor, Ini Respons Bawaslu https://t.co/Vv1YkZtxAq",Disebut KPU Pegang Data Pemilih yang Diduga Bocor Ini Respons Bawaslu ,"['disebut', 'kpu', 'pegang', 'data', 'pemilih', 'yang', 'diduga', 'bocor', 'ini', 'respons', 'bawaslu']","['kpu', 'pegang', 'data', 'pemilih', 'diduga', 'bocor', 'respons', 'bawaslu']",kpu pegang data pilih duga bocor respons bawaslu
Orang dia jg tau data 204 org pemilih di @KPU_ID  bocor di perjual belikan,Orang dia jg tau data  org pemilih di KPUID  bocor di perjual belikan,"['orang', 'dia', 'jg', 'tau', 'data', 'org', 'pemilih', 'di', 'kpuid', 'bocor', 'di', 'perjual', 'belikan']","['orang', 'jg', 'tau', 'data', 'org', 'pemilih', 'kpuid', 'bocor', 'perjual', 'belikan']",orang jg tau data org pilih kpuid bocor jual belikan
Data pemilih Pemilu 2024 KPU bocor. Sebanyak 204 juta data telah dicuri dan dijual seharga 2 BTC (Bitcoin) atau setara Rp1.143.118.954.   https://t.co/iVZAeyjToF,Data pemilih Pemilu  KPU bocor Sebanyak  juta data telah dicuri dan dijual seharga  BTC Bitcoin atau setara Rp   ,"['data', 'pemilih', 'pemilu', 'kpu', 'bocor', 'sebanyak', 'juta', 'data', 'telah', 'dicuri', 'dan', 'dijual', 'seharga', 'btc', 'bitcoin', 'atau', 'setara', 'rp']","['data', 'pemilih', 'pemilu', 'kpu', 'bocor', 'juta', 'data', 'dicuri', 'dijual', 'seharga', 'btc', 'bitcoin', 'setara', 'rp']",data pilih milu kpu bocor juta data curi jual harga btc bitcoin tara rp
"Fantastis! Diduga Situs KPU Dibobol Hacker, 200 Juta Data Pemilih Bocor: ASKARA - Anggota Komisi II DPR RI Guspardi Gaus merasa prihatin mendengar kabar tentang dugaan situs KPU dibobol oleh hacker dengan anonim Jimbo dan mengklaim telah berhasil… https://t.co/EQhGsPV7dx",Fantastis Diduga Situs KPU Dibobol Hacker  Juta Data Pemilih Bocor ASKARA  Anggota Komisi II DPR RI Guspardi Gaus merasa prihatin mendengar kabar tentang dugaan situs KPU dibobol oleh hacker dengan anonim Jimbo dan mengklaim telah berhasil… ,"['fantastis', 'diduga', 'situs', 'kpu', 'dibobol', 'hacker', 'juta', 'data', 'pemilih', 'bocor', 'askara', 'anggota', 'komisi', 'ii', 'dpr', 'ri', 'guspardi', 'gaus', 'merasa', 'prihatin', 'mendengar', 'kabar', 'tentang', 'dugaan', 'situs', 'kpu', 'dibobol', 'oleh', 'hacker', 'dengan', 'anonim', 'jimbo', 'dan', 'mengklaim', 'telah', 'berhasil…']","['fantastis', 'diduga', 'situs', 'kpu', 'dibobol', 'hacker', 'juta', 'data', 'pemilih', 'bocor', 'askara', 'anggota', 'komisi', 'ii', 'dpr', 'ri', 'guspardi', 'gaus', 'prihatin', 'mendengar', 'kabar', 'dugaan', 'situs', 'kpu', 'dibobol', 'hacker', 'anonim', 'jimbo', 'mengklaim', 'berhasil…']",fantastis duga situs kpu bobol hacker juta data pilih bocor askara anggota komisi ii dpr ri guspardi gaus prihatin dengar kabar duga situs kpu bobol hacker anonim jimbo klaim hasil
@GheaJhanaLie7 Denger2 jg data calon pemilih dari KPU udh bocor lg 😌,GheaJhanaLie Denger jg data calon pemilih dari KPU udh bocor lg ,"['gheajhanalie', 'denger', 'jg', 'data', 'calon', 'pemilih', 'dari', 'kpu', 'udh', 'bocor', 'lg']","['gheajhanalie', 'denger', 'jg', 'data', 'calon', 'pemilih', 'kpu', 'udh', 'bocor', 'lg']",gheajhanalie denger jg data calon pilih kpu udh bocor lg
KEMENTERIAN Komunikasi  dan Informatika (Kominfo) dapat menjatuhkan sanksi administrasi ke  Komisi Pemilihan Umum (KPU) setelah data pemilih pada Pemilu 2024 diduga  bocor dan dijual oleh akun anonim Jimbo.   Sumber: https://t.co/JQFpnA0TGy,KEMENTERIAN Komunikasi  dan Informatika Kominfo dapat menjatuhkan sanksi administrasi ke  Komisi Pemilihan Umum KPU setelah data pemilih pada Pemilu  diduga  bocor dan dijual oleh akun anonim Jimbo   Sumber ,"['kementerian', 'komunikasi', 'dan', 'informatika', 'kominfo', 'dapat', 'menjatuhkan', 'sanksi', 'administrasi', 'ke', 'komisi', 'pemilihan', 'umum', 'kpu', 'setelah', 'data', 'pemilih', 'pada', 'pemilu', 'diduga', 'bocor', 'dan', 'dijual', 'oleh', 'akun', 'anonim', 'jimbo', 'sumber']","['kementerian', 'komunikasi', 'informatika', 'kominfo', 'menjatuhkan', 'sanksi', 'administrasi', 'komisi', 'pemilihan', 'kpu', 'data', 'pemilih', 'pemilu', 'diduga', 'bocor', 'dijual', 'akun', 'anonim', 'jimbo', 'sumber']",menteri komunikasi informatika kominfo jatuh sanksi administrasi komisi pilih kpu data pilih milu duga bocor jual akun anonim jimbo sumber
"Waduh, KPU harus selesaikan di internal tanpa ada intervensi pihak manapun. Ini masalah besar bila data pemilih bocor ke pihak lain. https://t.co/kAmgHfPUkO",Waduh KPU harus selesaikan di internal tanpa ada intervensi pihak manapun Ini masalah besar bila data pemilih bocor ke pihak lain ,"['waduh', 'kpu', 'harus', 'selesaikan', 'di', 'internal', 'tanpa', 'ada', 'intervensi', 'pihak', 'manapun', 'ini', 'masalah', 'besar', 'bila', 'data', 'pemilih', 'bocor', 'ke', 'pihak', 'lain']","['kpu', 'selesaikan', 'internal', 'intervensi', 'manapun', 'data', 'pemilih', 'bocor']",kpu selesai internal intervensi mana data pilih bocor
"Data pemilih tetap (DPT) Pemilu 2024 dinyatakan bocor  dari situs resmi Komisi Pemilihan Umum (KPU) dan dijual senilai Rp. 1,1 Miliar oleh sang hacker, hal itu ditanggapi oleh Chairman Lembaga Riset Keamanan Siber CISSReC serta juga Dosen di Sekolah Tinggi Intelijen Negara ( STIN… https://t.co/aZX4UInoUc",Data pemilih tetap DPT Pemilu  dinyatakan bocor  dari situs resmi Komisi Pemilihan Umum KPU dan dijual senilai Rp  Miliar oleh sang hacker hal itu ditanggapi oleh Chairman Lembaga Riset Keamanan Siber CISSReC serta juga Dosen di Sekolah Tinggi Intelijen Negara  STIN… ,"['data', 'pemilih', 'tetap', 'dpt', 'pemilu', 'dinyatakan', 'bocor', 'dari', 'situs', 'resmi', 'komisi', 'pemilihan', 'umum', 'kpu', 'dan', 'dijual', 'senilai', 'rp', 'miliar', 'oleh', 'sang', 'hacker', 'hal', 'itu', 'ditanggapi', 'oleh', 'chairman', 'lembaga', 'riset', 'keamanan', 'siber', 'cissrec', 'serta', 'juga', 'dosen', 'di', 'sekolah', 'tinggi', 'intelijen', 'negara', 'stin…']","['data', 'pemilih', 'dpt', 'pemilu', 'dinyatakan', 'bocor', 'situs', 'resmi', 'komisi', 'pemilihan', 'kpu', 'dijual', 'senilai', 'rp', 'miliar', 'sang', 'hacker', 'ditanggapi', 'chairman', 'lembaga', 'riset', 'keamanan', 'siber', 'cissrec', 'dosen', 'sekolah', 'intelijen', 'negara', 'stin…']",data pilih dpt milu nyata bocor situs resmi komisi pilih kpu jual nila rp miliar sang hacker tanggap chairman lembaga riset aman siber cissrec dosen sekolah intelijen negara stin
"Heboh Data Pemilih KPU Bocor, Begini Tanggapan Masyarakat https://t.co/HBY0sMU6HT https://t.co/rWvEBG4nTV",Heboh Data Pemilih KPU Bocor Begini Tanggapan Masyarakat  ,"['heboh', 'data', 'pemilih', 'kpu', 'bocor', 'begini', 'tanggapan', 'masyarakat']","['heboh', 'data', 'pemilih', 'kpu', 'bocor', 'tanggapan', 'masyarakat']",heboh data pilih kpu bocor tanggap masyarakat
"Server @KPU_ID dibajak, 204 juta data pemilih bocor?   Gimana tanggapan kalian? Tulis di kolom komentar ya!  #KPU #Pemilu2024 https://t.co/9NJ2ipobZf",Server KPUID dibajak  juta data pemilih bocor   Gimana tanggapan kalian Tulis di kolom komentar ya  KPU Pemilu ,"['server', 'kpuid', 'dibajak', 'juta', 'data', 'pemilih', 'bocor', 'gimana', 'tanggapan', 'kalian', 'tulis', 'di', 'kolom', 'komentar', 'ya', 'kpu', 'pemilu']","['server', 'kpuid', 'dibajak', 'juta', 'data', 'pemilih', 'bocor', 'gimana', 'tanggapan', 'tulis', 'kolom', 'komentar', 'ya', 'kpu', 'pemilu']",server kpuid bajak juta data pilih bocor gimana tanggap tulis kolom komentar ya kpu milu
"204 Juta Data Pemilih Diduga Bocor, Timnas AMIN Ingatkan KPU Waspada https://t.co/NhvNkYVUdV", Juta Data Pemilih Diduga Bocor Timnas AMIN Ingatkan KPU Waspada ,"['juta', 'data', 'pemilih', 'diduga', 'bocor', 'timnas', 'amin', 'ingatkan', 'kpu', 'waspada']","['juta', 'data', 'pemilih', 'diduga', 'bocor', 'timnas', 'amin', 'ingatkan', 'kpu', 'waspada']",juta data pilih duga bocor timnas amin ingat kpu waspada
"Menjelang pilpres pasti ada ada saja dramanya mulai dari A sampe Z,cuma kali ini miris banget si ko bisa sekelas data pemilih bisa bocor,apa begitu lemahnya system keamanan di KPU? Lantas kominfo ngapain? Sibuk dukung capres cawapres pilihannya? https://t.co/rdEBaNwznx",Menjelang pilpres pasti ada ada saja dramanya mulai dari A sampe Zcuma kali ini miris banget si ko bisa sekelas data pemilih bisa bocorapa begitu lemahnya system keamanan di KPU Lantas kominfo ngapain Sibuk dukung capres cawapres pilihannya ,"['menjelang', 'pilpres', 'pasti', 'ada', 'ada', 'saja', 'dramanya', 'mulai', 'dari', 'a', 'sampe', 'zcuma', 'kali', 'ini', 'miris', 'banget', 'si', 'ko', 'bisa', 'sekelas', 'data', 'pemilih', 'bisa', 'bocorapa', 'begitu', 'lemahnya', 'system', 'keamanan', 'di', 'kpu', 'lantas', 'kominfo', 'ngapain', 'sibuk', 'dukung', 'capres', 'cawapres', 'pilihannya']","['menjelang', 'pilpres', 'dramanya', 'a', 'sampe', 'zcuma', 'kali', 'miris', 'banget', 'si', 'ko', 'sekelas', 'data', 'pemilih', 'bocorapa', 'lemahnya', 'system', 'keamanan', 'kpu', 'lantas', 'kominfo', 'ngapain', 'sibuk', 'dukung', 'capres', 'cawapres', 'pilihannya']",jelang pilpres drama a sampe zcuma kali miris banget si ko kelas data pilih bocorapa lemah system aman kpu lantas kominfo ngapain sibuk dukung capres cawapres pilih
Data pemilih di KPU bocor. 🤣,Data pemilih di KPU bocor 🤣,"['data', 'pemilih', 'di', 'kpu', 'bocor', '🤣']","['data', 'pemilih', 'kpu', 'bocor', '🤣']",data pilih kpu bocor 
"204 Juta Data Pemilih di KPU Bocor, Muzani: Harus Dicari Siapa yang Bertanggung Jawab https://t.co/T6sy7wnneq", Juta Data Pemilih di KPU Bocor Muzani Harus Dicari Siapa yang Bertanggung Jawab ,"['juta', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'muzani', 'harus', 'dicari', 'siapa', 'yang', 'bertanggung', 'jawab']","['juta', 'data', 'pemilih', 'kpu', 'bocor', 'muzani', 'dicari', 'bertanggung']",juta data pilih kpu bocor muzani cari tanggung
"Data Pemilih KPU Bocor, Direktur ELSAM Merespons, Simak #KPU https://t.co/rVlvVl7fjh",Data Pemilih KPU Bocor Direktur ELSAM Merespons Simak KPU ,"['data', 'pemilih', 'kpu', 'bocor', 'direktur', 'elsam', 'merespons', 'simak', 'kpu']","['data', 'pemilih', 'kpu', 'bocor', 'direktur', 'elsam', 'merespons', 'simak', 'kpu']",data pilih kpu bocor direktur elsam respons simak kpu
"Data Pemilih KPU Bocor, Integritas Penyelenggaraan Pemilu Dipertaruhkan https://t.co/OsQ12t4npx #Jakarta #News #BeritaJakarta",Data Pemilih KPU Bocor Integritas Penyelenggaraan Pemilu Dipertaruhkan  Jakarta News BeritaJakarta,"['data', 'pemilih', 'kpu', 'bocor', 'integritas', 'penyelenggaraan', 'pemilu', 'dipertaruhkan', 'jakarta', 'news', 'beritajakarta']","['data', 'pemilih', 'kpu', 'bocor', 'integritas', 'penyelenggaraan', 'pemilu', 'dipertaruhkan', 'jakarta', 'news', 'beritajakarta']",data pilih kpu bocor integritas selenggara milu taruh jakarta news beritajakarta
"Data Pemilih KPU Bocor, Pengamat: Integritas Gelaran Pemilu Dipertaruhkan: ASKARA - Direktur Eksekutif Lembaga Studi dan Advokasi Masyarakat (ELSAM) Wahyudi Djafar menilai kebocoran data pemilih di Komisi Pemilihan Umum (KPU) bisa berdampak pada… https://t.co/zdsUfWRZkY",Data Pemilih KPU Bocor Pengamat Integritas Gelaran Pemilu Dipertaruhkan ASKARA  Direktur Eksekutif Lembaga Studi dan Advokasi Masyarakat ELSAM Wahyudi Djafar menilai kebocoran data pemilih di Komisi Pemilihan Umum KPU bisa berdampak pada… ,"['data', 'pemilih', 'kpu', 'bocor', 'pengamat', 'integritas', 'gelaran', 'pemilu', 'dipertaruhkan', 'askara', 'direktur', 'eksekutif', 'lembaga', 'studi', 'dan', 'advokasi', 'masyarakat', 'elsam', 'wahyudi', 'djafar', 'menilai', 'kebocoran', 'data', 'pemilih', 'di', 'komisi', 'pemilihan', 'umum', 'kpu', 'bisa', 'berdampak', 'pada…']","['data', 'pemilih', 'kpu', 'bocor', 'pengamat', 'integritas', 'gelaran', 'pemilu', 'dipertaruhkan', 'askara', 'direktur', 'eksekutif', 'lembaga', 'studi', 'advokasi', 'masyarakat', 'elsam', 'wahyudi', 'djafar', 'menilai', 'kebocoran', 'data', 'pemilih', 'komisi', 'pemilihan', 'kpu', 'berdampak', 'pada…']",data pilih kpu bocor amat integritas gelar milu taruh askara direktur eksekutif lembaga studi advokasi masyarakat elsam wahyudi djafar nilai bocor data pilih komisi pilih kpu dampak pada
Ganjar tegas mendesak agar KPU segera mengambil tindakan perbaikan terkait kebocoran data yang mengakibatkan  204 juta data pemilih bocor dan diperjualbelikan secara ilegal.  Aku kok mencium aroma2 kecurangan di balik kejadian ini ya 🤔 https://t.co/g7LglcuFcV,Ganjar tegas mendesak agar KPU segera mengambil tindakan perbaikan terkait kebocoran data yang mengakibatkan   juta data pemilih bocor dan diperjualbelikan secara ilegal  Aku kok mencium aroma kecurangan di balik kejadian ini ya 🤔 ,"['ganjar', 'tegas', 'mendesak', 'agar', 'kpu', 'segera', 'mengambil', 'tindakan', 'perbaikan', 'terkait', 'kebocoran', 'data', 'yang', 'mengakibatkan', 'juta', 'data', 'pemilih', 'bocor', 'dan', 'diperjualbelikan', 'secara', 'ilegal', 'aku', 'kok', 'mencium', 'aroma', 'kecurangan', 'di', 'balik', 'kejadian', 'ini', 'ya', '🤔']","['ganjar', 'mendesak', 'kpu', 'mengambil', 'tindakan', 'perbaikan', 'terkait', 'kebocoran', 'data', 'mengakibatkan', 'juta', 'data', 'pemilih', 'bocor', 'diperjualbelikan', 'ilegal', 'mencium', 'aroma', 'kecurangan', 'kejadian', 'ya', '🤔']",ganjar desak kpu ambil tindak baik kait bocor data akibat juta data pilih bocor diperjualbelikan ilegal cium aroma curang jadi ya 
"Data Pemilih KPU Bocor, Integritas Gelaran Pemilu Dipertaruhkan  #datakpu #kpubocor #pemilu  https://t.co/a3WlwJcKV2",Data Pemilih KPU Bocor Integritas Gelaran Pemilu Dipertaruhkan  datakpu kpubocor pemilu  ,"['data', 'pemilih', 'kpu', 'bocor', 'integritas', 'gelaran', 'pemilu', 'dipertaruhkan', 'datakpu', 'kpubocor', 'pemilu']","['data', 'pemilih', 'kpu', 'bocor', 'integritas', 'gelaran', 'pemilu', 'dipertaruhkan', 'datakpu', 'kpubocor', 'pemilu']",data pilih kpu bocor integritas gelar milu taruh datakpu kpubocor milu
Tim Ganjar-Mahfud Pantau Ketat Data Pemilih di KPU Disebut Bocor https://t.co/e0W3zahnhM,Tim GanjarMahfud Pantau Ketat Data Pemilih di KPU Disebut Bocor ,"['tim', 'ganjarmahfud', 'pantau', 'ketat', 'data', 'pemilih', 'di', 'kpu', 'disebut', 'bocor']","['tim', 'ganjarmahfud', 'pantau', 'ketat', 'data', 'pemilih', 'kpu', 'bocor']",tim ganjarmahfud pantau ketat data pilih kpu bocor
Kronologi 204 Juta Data Daftar Pemilih Tetap (DPT) Pada Situs Komisi Pemilihan Umum (KPU) Diduga Bocor  https://t.co/silXwFbmAR,Kronologi  Juta Data Daftar Pemilih Tetap DPT Pada Situs Komisi Pemilihan Umum KPU Diduga Bocor  ,"['kronologi', 'juta', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'pada', 'situs', 'komisi', 'pemilihan', 'umum', 'kpu', 'diduga', 'bocor']","['kronologi', 'juta', 'data', 'daftar', 'pemilih', 'dpt', 'situs', 'komisi', 'pemilihan', 'kpu', 'diduga', 'bocor']",kronologi juta data daftar pilih dpt situs komisi pilih kpu duga bocor
Data Pemilih KPU Bocor Rentan Turunkan Kepercayaan Publik. 👇  Data Pemilih Tetap (DPT). Dikhawatirkan data pemilih KPU yang bocor ini rentan turunkan kepercayaan publik. -- Ikuti kami di… https://t.co/CEIUHCYrPQ #PolitikPemerintahan #bocor #kepercayaan #KPU via @beritajatimcom,Data Pemilih KPU Bocor Rentan Turunkan Kepercayaan Publik   Data Pemilih Tetap DPT Dikhawatirkan data pemilih KPU yang bocor ini rentan turunkan kepercayaan publik  Ikuti kami di…  PolitikPemerintahan bocor kepercayaan KPU via beritajatimcom,"['data', 'pemilih', 'kpu', 'bocor', 'rentan', 'turunkan', 'kepercayaan', 'publik', 'data', 'pemilih', 'tetap', 'dpt', 'dikhawatirkan', 'data', 'pemilih', 'kpu', 'yang', 'bocor', 'ini', 'rentan', 'turunkan', 'kepercayaan', 'publik', 'ikuti', 'kami', 'di…', 'politikpemerintahan', 'bocor', 'kepercayaan', 'kpu', 'via', 'beritajatimcom']","['data', 'pemilih', 'kpu', 'bocor', 'rentan', 'turunkan', 'kepercayaan', 'publik', 'data', 'pemilih', 'dpt', 'dikhawatirkan', 'data', 'pemilih', 'kpu', 'bocor', 'rentan', 'turunkan', 'kepercayaan', 'publik', 'ikuti', 'di…', 'politikpemerintahan', 'bocor', 'kepercayaan', 'kpu', 'via', 'beritajatimcom']",data pilih kpu bocor rentan turun percaya publik data pilih dpt khawatir data pilih kpu bocor rentan turun percaya publik ikut di politikpemerintahan bocor percaya kpu via beritajatimcom
"Data Pemilih KPU Bocor, Integritas Gelaran Pemilu 2024 Dipertaruhkan https://t.co/mqBajHKD7T",Data Pemilih KPU Bocor Integritas Gelaran Pemilu  Dipertaruhkan ,"['data', 'pemilih', 'kpu', 'bocor', 'integritas', 'gelaran', 'pemilu', 'dipertaruhkan']","['data', 'pemilih', 'kpu', 'bocor', 'integritas', 'gelaran', 'pemilu', 'dipertaruhkan']",data pilih kpu bocor integritas gelar milu taruh
"Ketua KPU Hasyim Asy'ari menyebut, data Daftar Pemilih Tetap (DPT) yang diduga bocor juga dipegang oleh Bawaslu dan parpol.  #IDNTimes #GenZMemilih   https://t.co/efqM3T8Kcb https://t.co/cm66YoVghx",Ketua KPU Hasyim Asyari menyebut data Daftar Pemilih Tetap DPT yang diduga bocor juga dipegang oleh Bawaslu dan parpol  IDNTimes GenZMemilih    ,"['ketua', 'kpu', 'hasyim', 'asyari', 'menyebut', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'yang', 'diduga', 'bocor', 'juga', 'dipegang', 'oleh', 'bawaslu', 'dan', 'parpol', 'idntimes', 'genzmemilih']","['ketua', 'kpu', 'hasyim', 'asyari', 'menyebut', 'data', 'daftar', 'pemilih', 'dpt', 'diduga', 'bocor', 'dipegang', 'bawaslu', 'parpol', 'idntimes', 'genzmemilih']",ketua kpu hasyim asyari sebut data daftar pilih dpt duga bocor pegang bawaslu parpol idntimes genzmemilih
204 juta data pemilih Pemilu 2024 di situs KPU bocor. Apa bahayanya? Sejauh apa dampaknya? Bagaimana cara kita mencegah kejahatan siber?  Simak pembahasannya di #SPIMetroTV hari Jumat (1/12) pukul 09.05 WIB. https://t.co/aUZuD1gcSi, juta data pemilih Pemilu  di situs KPU bocor Apa bahayanya Sejauh apa dampaknya Bagaimana cara kita mencegah kejahatan siber  Simak pembahasannya di SPIMetroTV hari Jumat  pukul  WIB ,"['juta', 'data', 'pemilih', 'pemilu', 'di', 'situs', 'kpu', 'bocor', 'apa', 'bahayanya', 'sejauh', 'apa', 'dampaknya', 'bagaimana', 'cara', 'kita', 'mencegah', 'kejahatan', 'siber', 'simak', 'pembahasannya', 'di', 'spimetrotv', 'hari', 'jumat', 'pukul', 'wib']","['juta', 'data', 'pemilih', 'pemilu', 'situs', 'kpu', 'bocor', 'bahayanya', 'dampaknya', 'mencegah', 'kejahatan', 'siber', 'simak', 'pembahasannya', 'spimetrotv', 'jumat', 'wib']",juta data pilih milu situs kpu bocor bahaya dampak cegah jahat siber simak bahas spimetrotv jumat wib
"Hacker Jimbo Bobol Situs KPU, 204 Juta Data Pemilih Bocor https://t.co/cdaNOGsTvd lewat @YouTube https://t.co/xI9Xz8IKN7",Hacker Jimbo Bobol Situs KPU  Juta Data Pemilih Bocor  lewat YouTube ,"['hacker', 'jimbo', 'bobol', 'situs', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'lewat', 'youtube']","['hacker', 'jimbo', 'bobol', 'situs', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'youtube']",hacker jimbo bobol situs kpu juta data pilih bocor youtube
Pengamat Siber Analisis Kesalahan KPU Sehingga Data Pemilih Diduga Bocor https://t.co/lgGYCXqAbb,Pengamat Siber Analisis Kesalahan KPU Sehingga Data Pemilih Diduga Bocor ,"['pengamat', 'siber', 'analisis', 'kesalahan', 'kpu', 'sehingga', 'data', 'pemilih', 'diduga', 'bocor']","['pengamat', 'siber', 'analisis', 'kesalahan', 'kpu', 'data', 'pemilih', 'diduga', 'bocor']",amat siber analisis salah kpu data pilih duga bocor
"Data KPU Bocor, Dittipidsiber Bareskrim Polri Tutup Sistem Informasi Data Pemilih https://t.co/bVSUrfx2Fx #TempoNasional",Data KPU Bocor Dittipidsiber Bareskrim Polri Tutup Sistem Informasi Data Pemilih  TempoNasional,"['data', 'kpu', 'bocor', 'dittipidsiber', 'bareskrim', 'polri', 'tutup', 'sistem', 'informasi', 'data', 'pemilih', 'temponasional']","['data', 'kpu', 'bocor', 'dittipidsiber', 'bareskrim', 'polri', 'tutup', 'sistem', 'informasi', 'data', 'pemilih', 'temponasional']",data kpu bocor dittipidsiber bareskrim polri tutup sistem informasi data pilih temponasional
"204 Juta Data Pemilih Bocor Diretas, DPR: Kecolongan Ini Tanggung Jawab KPU https://t.co/3nhe9VmGZ3", Juta Data Pemilih Bocor Diretas DPR Kecolongan Ini Tanggung Jawab KPU ,"['juta', 'data', 'pemilih', 'bocor', 'diretas', 'dpr', 'kecolongan', 'ini', 'tanggung', 'jawab', 'kpu']","['juta', 'data', 'pemilih', 'bocor', 'diretas', 'dpr', 'kecolongan', 'tanggung', 'kpu']",juta data pilih bocor retas dpr colong tanggung kpu
Semenjak DATA PEMILIH bocor dan di jual gua jadi skiptis apakah KPU menghargai Privasi Kami Rakyat INDONESIA.!!!,Semenjak DATA PEMILIH bocor dan di jual gua jadi skiptis apakah KPU menghargai Privasi Kami Rakyat INDONESIA,"['semenjak', 'data', 'pemilih', 'bocor', 'dan', 'di', 'jual', 'gua', 'jadi', 'skiptis', 'apakah', 'kpu', 'menghargai', 'privasi', 'kami', 'rakyat', 'indonesia']","['semenjak', 'data', 'pemilih', 'bocor', 'jual', 'gua', 'skiptis', 'kpu', 'menghargai', 'privasi', 'rakyat', 'indonesia']",semenjak data pilih bocor jual gua skiptis kpu harga privasi rakyat indonesia
"Menurut Anda, data pemilih di KPU bocor salah siapa?",Menurut Anda data pemilih di KPU bocor salah siapa,"['menurut', 'anda', 'data', 'pemilih', 'di', 'kpu', 'bocor', 'salah', 'siapa']","['data', 'pemilih', 'kpu', 'bocor', 'salah']",data pilih kpu bocor salah
