full_text,cleansing,Tokenization and Case Folding,Filtering/stopword removal,stemming_data
"Data Pemilih KPU Diduga Bocor, Menkominfo Ingatkan Peningkatan Keamanan Sistem https://t.co/R3tsFbULIM",Data Pemilih KPU Diduga Bocor Menkominfo Ingatkan Peningkatan Keamanan Sistem ,"['data', 'pemilih', 'kpu', 'diduga', 'bocor', 'menkominfo', 'ingatkan', 'peningkatan', 'keamanan', 'sistem']","['data', 'pemilih', 'kpu', 'diduga', 'bocor', 'menkominfo', 'ingatkan', 'peningkatan', 'keamanan', 'sistem']",data pilih kpu duga bocor menkominfo ingat tingkat aman sistem
"Data Pemilih di KPU bocor, udh mulaik kecium bau anyir..   #KalauKalahMasukPenjara",Data Pemilih di KPU bocor udh mulaik kecium bau anyir   KalauKalahMasukPenjara,"['data', 'pemilih', 'di', 'kpu', 'bocor', 'udh', 'mulaik', 'kecium', 'bau', 'anyir', 'kalaukalahmasukpenjara']","['data', 'pemilih', 'kpu', 'bocor', 'udh', 'mulaik', 'kecium', 'bau', 'anyir', 'kalaukalahmasukpenjara']",data pilih kpu bocor udh mulaik cium bau anyir kalaukalahmasukpenjara
"Ada bukti datanya udah laku dijual ? Anggaran KPU trilyunan  buyback tu data ke Jimbo dan gajiin Jimbo buat gantiin KPU bagian IT, beres toh ?!  Data Pemilih yang Diduga Bocor dari Situs Web KPU Dijual Sekitar Rp 1,1 M  https://t.co/hWdUX6cSvj",Ada bukti datanya udah laku dijual  Anggaran KPU trilyunan  buyback tu data ke Jimbo dan gajiin Jimbo buat gantiin KPU bagian IT beres toh   Data Pemilih yang Diduga Bocor dari Situs Web KPU Dijual Sekitar Rp  M  ,"['ada', 'bukti', 'datanya', 'udah', 'laku', 'dijual', 'anggaran', 'kpu', 'trilyunan', 'buyback', 'tu', 'data', 'ke', 'jimbo', 'dan', 'gajiin', 'jimbo', 'buat', 'gantiin', 'kpu', 'bagian', 'it', 'beres', 'toh', 'data', 'pemilih', 'yang', 'diduga', 'bocor', 'dari', 'situs', 'web', 'kpu', 'dijual', 'sekitar', 'rp', 'm']","['bukti', 'datanya', 'udah', 'laku', 'dijual', 'anggaran', 'kpu', 'trilyunan', 'buyback', 'tu', 'data', 'jimbo', 'gajiin', 'jimbo', 'gantiin', 'kpu', 'it', 'beres', 'data', 'pemilih', 'diduga', 'bocor', 'situs', 'web', 'kpu', 'dijual', 'rp', 'm']",bukti data udah laku jual anggar kpu trilyunan buyback tu data jimbo gajiin jimbo gantiin kpu it beres data pilih duga bocor situs web kpu jual rp m
"Data Pemilih Diduga Bocor, Mahfud Md: KPU Harus Hati-hati dan Buat Sistem yang Tidak Mudah Dibobol https://t.co/foVqcGjgg2 #Pemilu",Data Pemilih Diduga Bocor Mahfud Md KPU Harus Hatihati dan Buat Sistem yang Tidak Mudah Dibobol  Pemilu,"['data', 'pemilih', 'diduga', 'bocor', 'mahfud', 'md', 'kpu', 'harus', 'hatihati', 'dan', 'buat', 'sistem', 'yang', 'tidak', 'mudah', 'dibobol', 'pemilu']","['data', 'pemilih', 'diduga', 'bocor', 'mahfud', 'md', 'kpu', 'hatihati', 'sistem', 'mudah', 'dibobol', 'pemilu']",data pilih duga bocor mahfud md kpu hatihati sistem mudah bobol milu
"@alisyarief Namanya data bocor , mau motif bunga bunga atau polkadot..... artinya sistem KPU lemah dan besok besok bakal di hack lagi... bisa buat apapun.. mo jual mo ubah angka mo tambah/kurang nama pemilih.....nyadar nggak sih??? Data broooo dataaa... amankan itu!!!",alisyarief Namanya data bocor  mau motif bunga bunga atau polkadot artinya sistem KPU lemah dan besok besok bakal di hack lagi bisa buat apapun mo jual mo ubah angka mo tambahkurang nama pemilihnyadar nggak sih Data broooo dataaa amankan itu,"['alisyarief', 'namanya', 'data', 'bocor', 'mau', 'motif', 'bunga', 'bunga', 'atau', 'polkadot', 'artinya', 'sistem', 'kpu', 'lemah', 'dan', 'besok', 'besok', 'bakal', 'di', 'hack', 'lagi', 'bisa', 'buat', 'apapun', 'mo', 'jual', 'mo', 'ubah', 'angka', 'mo', 'tambahkurang', 'nama', 'pemilihnyadar', 'nggak', 'sih', 'data', 'broooo', 'dataaa', 'amankan', 'itu']","['alisyarief', 'namanya', 'data', 'bocor', 'motif', 'bunga', 'bunga', 'polkadot', 'sistem', 'kpu', 'lemah', 'besok', 'besok', 'hack', 'apapun', 'mo', 'jual', 'mo', 'ubah', 'angka', 'mo', 'tambahkurang', 'nama', 'pemilihnyadar', 'nggak', 'sih', 'data', 'broooo', 'dataaa', 'amankan']",alisyarief nama data bocor motif bunga bunga polkadot sistem kpu lemah besok besok hack apa mo jual mo ubah angka mo tambahkurang nama pemilihnyadar nggak sih data broooo dataaa aman
Sebanyak 204 juta data Daftar Pemilih Tetap (DPT) dalam situs Komisi Pemilihan Umum (KPU) diduga telah bocor.,Sebanyak  juta data Daftar Pemilih Tetap DPT dalam situs Komisi Pemilihan Umum KPU diduga telah bocor,"['sebanyak', 'juta', 'data', 'daftar', 'pemilih', 'tetap', 'dpt', 'dalam', 'situs', 'komisi', 'pemilihan', 'umum', 'kpu', 'diduga', 'telah', 'bocor']","['juta', 'data', 'daftar', 'pemilih', 'dpt', 'situs', 'komisi', 'pemilihan', 'kpu', 'diduga', 'bocor']",juta data daftar pilih dpt situs komisi pilih kpu duga bocor
"KAFFAH MENGGIBRAN""   204 juta data pemilih @KPU_ID bocor &amp  dijual di internet dgn harga US$74 ribu atau sekitar Rp 1,2 miliar. . . #JokowiMakinNgawur https://t.co/7NeGAIqfS9""",KAFFAH MENGGIBRAN    juta data pemilih KPUID bocor amp  dijual di internet dgn harga US ribu atau sekitar Rp  miliar   JokowiMakinNgawur ,"['kaffah', 'menggibran', 'juta', 'data', 'pemilih', 'kpuid', 'bocor', 'amp', 'dijual', 'di', 'internet', 'dgn', 'harga', 'us', 'ribu', 'atau', 'sekitar', 'rp', 'miliar', 'jokowimakinngawur']","['kaffah', 'menggibran', 'juta', 'data', 'pemilih', 'kpuid', 'bocor', 'amp', 'dijual', 'internet', 'dgn', 'harga', 'us', 'ribu', 'rp', 'miliar', 'jokowimakinngawur']",kaffah menggibran juta data pilih kpuid bocor amp jual internet dgn harga us ribu rp miliar jokowimakinngawur
"Akun TikTok @hariankompas dalam #AADK edisi Kamis, 30 November 2023 mengulas tentang data pemilih yang bocor identik DPT. Sebuah akun peretas memasarkan 252 juta basis data mentah pemilih yang diklaim berasal dari situs KPU. #AdadiKompas  https://t.co/QHmu8eDWY4 https://t.co/yBKM3XRQ5r",Akun TikTok hariankompas dalam AADK edisi Kamis  November  mengulas tentang data pemilih yang bocor identik DPT Sebuah akun peretas memasarkan  juta basis data mentah pemilih yang diklaim berasal dari situs KPU AdadiKompas   ,"['akun', 'tiktok', 'hariankompas', 'dalam', 'aadk', 'edisi', 'kamis', 'november', 'mengulas', 'tentang', 'data', 'pemilih', 'yang', 'bocor', 'identik', 'dpt', 'sebuah', 'akun', 'peretas', 'memasarkan', 'juta', 'basis', 'data', 'mentah', 'pemilih', 'yang', 'diklaim', 'berasal', 'dari', 'situs', 'kpu', 'adadikompas']","['akun', 'tiktok', 'hariankompas', 'aadk', 'edisi', 'kamis', 'november', 'mengulas', 'data', 'pemilih', 'bocor', 'identik', 'dpt', 'akun', 'peretas', 'memasarkan', 'juta', 'basis', 'data', 'mentah', 'pemilih', 'diklaim', 'berasal', 'situs', 'kpu', 'adadikompas']",akun tiktok hariankompas aadk edisi kamis november ulas data pilih bocor identik dpt akun retas pasar juta basis data mentah pilih klaim asal situs kpu adadikompas
Woi  DATA MANUSIA PEMILIH THN 2024 DI @KPU_ID  BOCOR  KALIAN GA GUSAR APA ??  MENTRI @kemkominfo  bilang begini  👇👇  @DivHumas_Polri  Tolong tanyakan  KE MENTRI  SIAPA YG MENJUAL  SIAPA YG MEMBELI https://t.co/PN5suicXcc,Woi  DATA MANUSIA PEMILIH THN  DI KPUID  BOCOR  KALIAN GA GUSAR APA   MENTRI kemkominfo  bilang begini    DivHumasPolri  Tolong tanyakan  KE MENTRI  SIAPA YG MENJUAL  SIAPA YG MEMBELI ,"['woi', 'data', 'manusia', 'pemilih', 'thn', 'di', 'kpuid', 'bocor', 'kalian', 'ga', 'gusar', 'apa', 'mentri', 'kemkominfo', 'bilang', 'begini', 'divhumaspolri', 'tolong', 'tanyakan', 'ke', 'mentri', 'siapa', 'yg', 'menjual', 'siapa', 'yg', 'membeli']","['woi', 'data', 'manusia', 'pemilih', 'thn', 'kpuid', 'bocor', 'ga', 'gusar', 'mentri', 'kemkominfo', 'bilang', 'divhumaspolri', 'tolong', 'mentri', 'yg', 'menjual', 'yg', 'membeli']",woi data manusia pilih thn kpuid bocor ga gusar tri kemkominfo bilang divhumaspolri tolong tri yg jual yg beli
"Data Pemilih Tetap (DPT) Komisi Pemilihan Umum (KPU) sejumlah 204 juta orang disinyalir bocor. Kebocoran ini petama kali diungkapkan oleh Lembaga Riset Keamanan Siber, CISSReC. (ist) #databocor #kpu #pilpres2024  https://t.co/Y3BrmvCWq7",Data Pemilih Tetap DPT Komisi Pemilihan Umum KPU sejumlah  juta orang disinyalir bocor Kebocoran ini petama kali diungkapkan oleh Lembaga Riset Keamanan Siber CISSReC ist databocor kpu pilpres  ,"['data', 'pemilih', 'tetap', 'dpt', 'komisi', 'pemilihan', 'umum', 'kpu', 'sejumlah', 'juta', 'orang', 'disinyalir', 'bocor', 'kebocoran', 'ini', 'petama', 'kali', 'diungkapkan', 'oleh', 'lembaga', 'riset', 'keamanan', 'siber', 'cissrec', 'ist', 'databocor', 'kpu', 'pilpres']","['data', 'pemilih', 'dpt', 'komisi', 'pemilihan', 'kpu', 'juta', 'orang', 'disinyalir', 'bocor', 'kebocoran', 'petama', 'kali', 'lembaga', 'riset', 'keamanan', 'siber', 'cissrec', 'ist', 'databocor', 'kpu', 'pilpres']",data pilih dpt komisi pilih kpu juta orang sinyalir bocor bocor petama kali lembaga riset aman siber cissrec ist databocor kpu pilpres
Up   Berarti mentri @kominfo mengetahui bahwa data 204 juta manusia pemilih 2024 bocor di @kpu  untuk di perjual belikan .  @DivHumas_Polri  Bisa dong menanyakan siapa yg MENJUAL  SIAPA YG MEMBELI . https://t.co/0QEfMQ6awK,Up   Berarti mentri kominfo mengetahui bahwa data  juta manusia pemilih  bocor di kpu  untuk di perjual belikan   DivHumasPolri  Bisa dong menanyakan siapa yg MENJUAL  SIAPA YG MEMBELI  ,"['up', 'berarti', 'mentri', 'kominfo', 'mengetahui', 'bahwa', 'data', 'juta', 'manusia', 'pemilih', 'bocor', 'di', 'kpu', 'untuk', 'di', 'perjual', 'belikan', 'divhumaspolri', 'bisa', 'dong', 'menanyakan', 'siapa', 'yg', 'menjual', 'siapa', 'yg', 'membeli']","['up', 'mentri', 'kominfo', 'data', 'juta', 'manusia', 'pemilih', 'bocor', 'kpu', 'perjual', 'belikan', 'divhumaspolri', 'yg', 'menjual', 'yg', 'membeli']",up tri kominfo data juta manusia pilih bocor kpu jual belikan divhumaspolri yg jual yg beli
Analisis KPU Usai Dugaan Data Pemilih Bocor &amp  Dijual https://t.co/rphUTYpRfU,Analisis KPU Usai Dugaan Data Pemilih Bocor amp  Dijual ,"['analisis', 'kpu', 'usai', 'dugaan', 'data', 'pemilih', 'bocor', 'amp', 'dijual']","['analisis', 'kpu', 'dugaan', 'data', 'pemilih', 'bocor', 'amp', 'dijual']",analisis kpu duga data pilih bocor amp jual
"Data Pemilih Pemilu Diduga Bocor, Ini Pernyataan KPU https://t.co/aPQPzXm2ew",Data Pemilih Pemilu Diduga Bocor Ini Pernyataan KPU ,"['data', 'pemilih', 'pemilu', 'diduga', 'bocor', 'ini', 'pernyataan', 'kpu']","['data', 'pemilih', 'pemilu', 'diduga', 'bocor', 'pernyataan', 'kpu']",data pilih milu duga bocor nyata kpu
"Klo data pribadi bocor..siapa yg harus kita mintain pertanggung jawaban pertama,menyukapi data pemilih KPU yg diretas. Penyelenggara Pemilu atau peretas nya.",Klo data pribadi bocorsiapa yg harus kita mintain pertanggung jawaban pertamamenyukapi data pemilih KPU yg diretas Penyelenggara Pemilu atau peretas nya,"['klo', 'data', 'pribadi', 'bocorsiapa', 'yg', 'harus', 'kita', 'mintain', 'pertanggung', 'jawaban', 'pertamamenyukapi', 'data', 'pemilih', 'kpu', 'yg', 'diretas', 'penyelenggara', 'pemilu', 'atau', 'peretas', 'nya']","['klo', 'data', 'pribadi', 'bocorsiapa', 'yg', 'mintain', 'pertanggung', 'pertamamenyukapi', 'data', 'pemilih', 'kpu', 'yg', 'diretas', 'penyelenggara', 'pemilu', 'peretas', 'nya']",klo data pribadi bocorsiapa yg mintain tanggung pertamamenyukapi data pilih kpu yg retas selenggara milu retas nya
"Besar kemungkinan si Jimbo masuk via malware  [jenis ini di curigai sbg pintu masuk Adware, Ransomware , Trojan Worm , botnet] Kl sdh hilang , Pemulihan spt apa yg akan di lakukan KPU   204 Juta Data Pemilih Bocor Dibobol Hacker, KPU Buka Suara https://t.co/dfU2od0qH4",Besar kemungkinan si Jimbo masuk via malware  jenis ini di curigai sbg pintu masuk Adware Ransomware  Trojan Worm  botnet Kl sdh hilang  Pemulihan spt apa yg akan di lakukan KPU    Juta Data Pemilih Bocor Dibobol Hacker KPU Buka Suara ,"['besar', 'kemungkinan', 'si', 'jimbo', 'masuk', 'via', 'malware', 'jenis', 'ini', 'di', 'curigai', 'sbg', 'pintu', 'masuk', 'adware', 'ransomware', 'trojan', 'worm', 'botnet', 'kl', 'sdh', 'hilang', 'pemulihan', 'spt', 'apa', 'yg', 'akan', 'di', 'lakukan', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'dibobol', 'hacker', 'kpu', 'buka', 'suara']","['si', 'jimbo', 'masuk', 'via', 'malware', 'jenis', 'curigai', 'sbg', 'pintu', 'masuk', 'adware', 'ransomware', 'trojan', 'worm', 'botnet', 'kl', 'sdh', 'hilang', 'pemulihan', 'spt', 'yg', 'lakukan', 'kpu', 'juta', 'data', 'pemilih', 'bocor', 'dibobol', 'hacker', 'kpu', 'buka', 'suara']",si jimbo masuk via malware jenis curiga sbg pintu masuk adware ransomware trojan worm botnet kl sdh hilang pulih spt yg laku kpu juta data pilih bocor bobol hacker kpu buka suara
"Geger! 204 Juta Data pemilih milik KPU bocor, begini tanggapan Bareskrim Polri #KPU #KPUMelayani #Pemilu #Sederhana #Kamis #MASIHPAGI #DeGea #Bekasi  https://t.co/r7i39b7Wyw",Geger  Juta Data pemilih milik KPU bocor begini tanggapan Bareskrim Polri KPU KPUMelayani Pemilu Sederhana Kamis MASIHPAGI DeGea Bekasi  ,"['geger', 'juta', 'data', 'pemilih', 'milik', 'kpu', 'bocor', 'begini', 'tanggapan', 'bareskrim', 'polri', 'kpu', 'kpumelayani', 'pemilu', 'sederhana', 'kamis', 'masihpagi', 'degea', 'bekasi']","['geger', 'juta', 'data', 'pemilih', 'milik', 'kpu', 'bocor', 'tanggapan', 'bareskrim', 'polri', 'kpu', 'kpumelayani', 'pemilu', 'sederhana', 'kamis', 'masihpagi', 'degea', 'bekasi']",geger juta data pilih milik kpu bocor tanggap bareskrim polri kpu kpumelayani milu sederhana kamis masihpagi degea bekas
"Data Pemilih Bocor, Ganjar: KPU Segera Perbaiki, Sistemnya Tak Boleh Rentan https://t.co/YqlLkKKvO8 #Pemilu",Data Pemilih Bocor Ganjar KPU Segera Perbaiki Sistemnya Tak Boleh Rentan  Pemilu,"['data', 'pemilih', 'bocor', 'ganjar', 'kpu', 'segera', 'perbaiki', 'sistemnya', 'tak', 'boleh', 'rentan', 'pemilu']","['data', 'pemilih', 'bocor', 'ganjar', 'kpu', 'perbaiki', 'sistemnya', 'rentan', 'pemilu']",data pilih bocor ganjar kpu baik sistem rentan milu
"Data Pemilih Diduga Bocor, TPN Ganjar-Mahfud: Berisiko Adanya Intervensi Keputusan KPU #tpn #ganjar #mahfud #kpu #goodnews #beritaokewla beritahariini #berita #beritaupdate #beritaviral #viral #beritaterkini #indonesia #news #info https://t.co/eBgsqWQY4b",Data Pemilih Diduga Bocor TPN GanjarMahfud Berisiko Adanya Intervensi Keputusan KPU tpn ganjar mahfud kpu goodnews beritaokewla beritahariini berita beritaupdate beritaviral viral beritaterkini indonesia news info ,"['data', 'pemilih', 'diduga', 'bocor', 'tpn', 'ganjarmahfud', 'berisiko', 'adanya', 'intervensi', 'keputusan', 'kpu', 'tpn', 'ganjar', 'mahfud', 'kpu', 'goodnews', 'beritaokewla', 'beritahariini', 'berita', 'beritaupdate', 'beritaviral', 'viral', 'beritaterkini', 'indonesia', 'news', 'info']","['data', 'pemilih', 'diduga', 'bocor', 'tpn', 'ganjarmahfud', 'berisiko', 'intervensi', 'keputusan', 'kpu', 'tpn', 'ganjar', 'mahfud', 'kpu', 'goodnews', 'beritaokewla', 'beritahariini', 'berita', 'beritaupdate', 'beritaviral', 'viral', 'beritaterkini', 'indonesia', 'news', 'info']",data pilih duga bocor tpn ganjarmahfud risiko intervensi putus kpu tpn ganjar mahfud kpu goodnews beritaokewla beritahariini berita beritaupdate beritaviral viral beritaterkini indonesia news info
"Masyarakat digegerkan dengan kabar data KPU bocor oleh hacker yang menamai diri Jimbo. Data pemilih 2024 itu dijual Rp 1,2 miliar di situs Breachforum. KPU, Kominfo, BSSN, Polri, hingga BIN lakukan penyelidikan.  https://t.co/RofsOvVpEA",Masyarakat digegerkan dengan kabar data KPU bocor oleh hacker yang menamai diri Jimbo Data pemilih  itu dijual Rp  miliar di situs Breachforum KPU Kominfo BSSN Polri hingga BIN lakukan penyelidikan  ,"['masyarakat', 'digegerkan', 'dengan', 'kabar', 'data', 'kpu', 'bocor', 'oleh', 'hacker', 'yang', 'menamai', 'diri', 'jimbo', 'data', 'pemilih', 'itu', 'dijual', 'rp', 'miliar', 'di', 'situs', 'breachforum', 'kpu', 'kominfo', 'bssn', 'polri', 'hingga', 'bin', 'lakukan', 'penyelidikan']","['masyarakat', 'digegerkan', 'kabar', 'data', 'kpu', 'bocor', 'hacker', 'menamai', 'jimbo', 'data', 'pemilih', 'dijual', 'rp', 'miliar', 'situs', 'breachforum', 'kpu', 'kominfo', 'bssn', 'polri', 'bin', 'lakukan', 'penyelidikan']",masyarakat geger kabar data kpu bocor hacker nama jimbo data pilih jual rp miliar situs breachforum kpu kominfo bssn polri bin laku lidi
"Data KPU bocor, berikut tanggapan Kominfo soal 240 juta data pemilih yang bocor.  https://t.co/6HXIJMIRVY",Data KPU bocor berikut tanggapan Kominfo soal  juta data pemilih yang bocor  ,"['data', 'kpu', 'bocor', 'berikut', 'tanggapan', 'kominfo', 'soal', 'juta', 'data', 'pemilih', 'yang', 'bocor']","['data', 'kpu', 'bocor', 'tanggapan', 'kominfo', 'juta', 'data', 'pemilih', 'bocor']",data kpu bocor tanggap kominfo juta data pilih bocor
"Sebanyak 204juta data pemilih bocor dan dijual secara ilegal oleh hacker. Data tersebut dijual senilai Rp 1,2miliar. Menanggapi hal ini, KPU melaporkan hal ini ke Polri, BIN, dan Kemenkominfo😱  Baca selengkapnya di https://t.co/P2iwKDytLE  #TRANS7Update #Sobat7JadiTau #Pemilu https://t.co/NQrY1cXFap",Sebanyak juta data pemilih bocor dan dijual secara ilegal oleh hacker Data tersebut dijual senilai Rp miliar Menanggapi hal ini KPU melaporkan hal ini ke Polri BIN dan Kemenkominfo  Baca selengkapnya di   TRANSUpdate SobatJadiTau Pemilu ,"['sebanyak', 'juta', 'data', 'pemilih', 'bocor', 'dan', 'dijual', 'secara', 'ilegal', 'oleh', 'hacker', 'data', 'tersebut', 'dijual', 'senilai', 'rp', 'miliar', 'menanggapi', 'hal', 'ini', 'kpu', 'melaporkan', 'hal', 'ini', 'ke', 'polri', 'bin', 'dan', 'kemenkominfo', 'baca', 'selengkapnya', 'di', 'transupdate', 'sobatjaditau', 'pemilu']","['juta', 'data', 'pemilih', 'bocor', 'dijual', 'ilegal', 'hacker', 'data', 'dijual', 'senilai', 'rp', 'miliar', 'menanggapi', 'kpu', 'melaporkan', 'polri', 'bin', 'kemenkominfo', 'baca', 'selengkapnya', 'transupdate', 'sobatjaditau', 'pemilu']",juta data pilih bocor jual ilegal hacker data jual nila rp miliar tanggap kpu lapor polri bin kemenkominfo baca lengkap transupdate sobatjaditau milu
"204 Juta Data KPU Pemilih Bocor Dibobol Hacker. Ada data diri kamu gak nih?   Btw, skrg udah masuk musim hujan nih. Kalo ada genteng rumah kamu yg bocor kami punya solusinya di Shopee. Klik link di bio untuk informasi lebih lanjut. 😍 https://t.co/bNnbEMeP3z  #datakpu #databocor https://t.co/UuBmhNtpT3", Juta Data KPU Pemilih Bocor Dibobol Hacker Ada data diri kamu gak nih   Btw skrg udah masuk musim hujan nih Kalo ada genteng rumah kamu yg bocor kami punya solusinya di Shopee Klik link di bio untuk informasi lebih lanjut    datakpu databocor ,"['juta', 'data', 'kpu', 'pemilih', 'bocor', 'dibobol', 'hacker', 'ada', 'data', 'diri', 'kamu', 'gak', 'nih', 'btw', 'skrg', 'udah', 'masuk', 'musim', 'hujan', 'nih', 'kalo', 'ada', 'genteng', 'rumah', 'kamu', 'yg', 'bocor', 'kami', 'punya', 'solusinya', 'di', 'shopee', 'klik', 'link', 'di', 'bio', 'untuk', 'informasi', 'lebih', 'lanjut', 'datakpu', 'databocor']","['juta', 'data', 'kpu', 'pemilih', 'bocor', 'dibobol', 'hacker', 'data', 'gak', 'nih', 'btw', 'skrg', 'udah', 'masuk', 'musim', 'hujan', 'nih', 'kalo', 'genteng', 'rumah', 'yg', 'bocor', 'solusinya', 'shopee', 'klik', 'link', 'bio', 'informasi', 'datakpu', 'databocor']",juta data kpu pilih bocor bobol hacker data gak nih btw skrg udah masuk musim hujan nih kalo genteng rumah yg bocor solusi shopee klik link bio informasi datakpu databocor
"Bocor Data Pemilih Suara  Data pemilih tetap KPU ditengarai bocor dan diperjualbelikan di forum online. Apa saja risikonya bagi Pemilu 2024?  Simak edisi terbaru Koran Tempo, hanya di https://t.co/JSPrmxFxEM  #korantempodigital #KoranTempo https://t.co/jhOKE0RytG",Bocor Data Pemilih Suara  Data pemilih tetap KPU ditengarai bocor dan diperjualbelikan di forum online Apa saja risikonya bagi Pemilu   Simak edisi terbaru Koran Tempo hanya di   korantempodigital KoranTempo ,"['bocor', 'data', 'pemilih', 'suara', 'data', 'pemilih', 'tetap', 'kpu', 'ditengarai', 'bocor', 'dan', 'diperjualbelikan', 'di', 'forum', 'online', 'apa', 'saja', 'risikonya', 'bagi', 'pemilu', 'simak', 'edisi', 'terbaru', 'koran', 'tempo', 'hanya', 'di', 'korantempodigital', 'korantempo']","['bocor', 'data', 'pemilih', 'suara', 'data', 'pemilih', 'kpu', 'ditengarai', 'bocor', 'diperjualbelikan', 'forum', 'online', 'risikonya', 'pemilu', 'simak', 'edisi', 'terbaru', 'koran', 'tempo', 'korantempodigital', 'korantempo']",bocor data pilih suara data pilih kpu tengara bocor diperjualbelikan forum online risiko milu simak edisi baru koran tempo korantempodigital korantempo
"Situs resmi KPU dilaporkan dibobol hacker, dari foto yang beredar sebanyak 252 juta data pemilih tetap bocor. Mulai dari nama, TPS ID, tanggal lahir, hingga alamat.  Hal ini diketahui dan dilaporkan oleh CISSREC. Menurut lembaga tersebut, hacker yang meretasnya adalah anonim… https://t.co/Gf4KVFcgC4",Situs resmi KPU dilaporkan dibobol hacker dari foto yang beredar sebanyak  juta data pemilih tetap bocor Mulai dari nama TPS ID tanggal lahir hingga alamat  Hal ini diketahui dan dilaporkan oleh CISSREC Menurut lembaga tersebut hacker yang meretasnya adalah anonim… ,"['situs', 'resmi', 'kpu', 'dilaporkan', 'dibobol', 'hacker', 'dari', 'foto', 'yang', 'beredar', 'sebanyak', 'juta', 'data', 'pemilih', 'tetap', 'bocor', 'mulai', 'dari', 'nama', 'tps', 'id', 'tanggal', 'lahir', 'hingga', 'alamat', 'hal', 'ini', 'diketahui', 'dan', 'dilaporkan', 'oleh', 'cissrec', 'menurut', 'lembaga', 'tersebut', 'hacker', 'yang', 'meretasnya', 'adalah', 'anonim…']","['situs', 'resmi', 'kpu', 'dilaporkan', 'dibobol', 'hacker', 'foto', 'beredar', 'juta', 'data', 'pemilih', 'bocor', 'nama', 'tps', 'id', 'tanggal', 'lahir', 'alamat', 'dilaporkan', 'cissrec', 'lembaga', 'hacker', 'meretasnya', 'anonim…']",situs resmi kpu lapor bobol hacker foto edar juta data pilih bocor nama tps id tanggal lahir alamat lapor cissrec lembaga hacker retas anonim
"Data pemilih Pemilu 2024 diduga bocor dan diduga diperjualbelikan dalam forum daring. KPU tengah memeriksa dugaan kebocoran data pemilih itu dengan melibatkan Badan Siber dan Sandi Negara, BIN, serta kepolisian. #Polhuk #AdadiKompas   https://t.co/zWX0zw0mHC",Data pemilih Pemilu  diduga bocor dan diduga diperjualbelikan dalam forum daring KPU tengah memeriksa dugaan kebocoran data pemilih itu dengan melibatkan Badan Siber dan Sandi Negara BIN serta kepolisian Polhuk AdadiKompas   ,"['data', 'pemilih', 'pemilu', 'diduga', 'bocor', 'dan', 'diduga', 'diperjualbelikan', 'dalam', 'forum', 'daring', 'kpu', 'tengah', 'memeriksa', 'dugaan', 'kebocoran', 'data', 'pemilih', 'itu', 'dengan', 'melibatkan', 'badan', 'siber', 'dan', 'sandi', 'negara', 'bin', 'serta', 'kepolisian', 'polhuk', 'adadikompas']","['data', 'pemilih', 'pemilu', 'diduga', 'bocor', 'diduga', 'diperjualbelikan', 'forum', 'daring', 'kpu', 'memeriksa', 'dugaan', 'kebocoran', 'data', 'pemilih', 'melibatkan', 'badan', 'siber', 'sandi', 'negara', 'bin', 'kepolisian', 'polhuk', 'adadikompas']",data pilih milu duga bocor duga diperjualbelikan forum daring kpu periksa duga bocor data pilih libat badan siber sandi negara bin polisi polhuk adadikompas
"Data pemilih diduga bocor, Ketua KPU: Kami baru tahu dari berita.  Tonton selengkapnya: https://t.co/pTsg8pVQC5 https://t.co/a7EHSlJ3E3",Data pemilih diduga bocor Ketua KPU Kami baru tahu dari berita  Tonton selengkapnya  ,"['data', 'pemilih', 'diduga', 'bocor', 'ketua', 'kpu', 'kami', 'baru', 'tahu', 'dari', 'berita', 'tonton', 'selengkapnya']","['data', 'pemilih', 'diduga', 'bocor', 'ketua', 'kpu', 'berita', 'tonton', 'selengkapnya']",data pilih duga bocor ketua kpu berita tonton lengkap
"204 Juta Data Pemilih Pemilu 2024 di KPU Diduga Bocor, Cak Imin Hingga Mahfud MD Bereaksi  https://t.co/Flqayxbh3J", Juta Data Pemilih Pemilu  di KPU Diduga Bocor Cak Imin Hingga Mahfud MD Bereaksi  ,"['juta', 'data', 'pemilih', 'pemilu', 'di', 'kpu', 'diduga', 'bocor', 'cak', 'imin', 'hingga', 'mahfud', 'md', 'bereaksi']","['juta', 'data', 'pemilih', 'pemilu', 'kpu', 'diduga', 'bocor', 'cak', 'imin', 'mahfud', 'md', 'bereaksi']",juta data pilih milu kpu duga bocor cak imin mahfud md reaksi
KPU Gandeng BSSN dan Bareskrim Cek Dugaan 204 Juta Data Pemilih Bocor https://t.co/uVieAMrqrr,KPU Gandeng BSSN dan Bareskrim Cek Dugaan  Juta Data Pemilih Bocor ,"['kpu', 'gandeng', 'bssn', 'dan', 'bareskrim', 'cek', 'dugaan', 'juta', 'data', 'pemilih', 'bocor']","['kpu', 'gandeng', 'bssn', 'bareskrim', 'cek', 'dugaan', 'juta', 'data', 'pemilih', 'bocor']",kpu gandeng bssn bareskrim cek duga juta data pilih bocor
